Countries Code,Countries,Age (86 categories) Code,Age (86 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Household size (7 categories) Code,Household size (7 categories),Observation
E92000001,England,53,Aged 53 years,4,White,1,1 person in household,101763
E92000001,England,53,Aged 53 years,4,White,2,2 people in household,222754
E92000001,England,53,Aged 53 years,4,White,3,3 people in household,171522
E92000001,England,53,Aged 53 years,4,White,4,4 people in household,118017
E92000001,England,53,Aged 53 years,4,White,5,5 people in household,32145
E92000001,England,53,Aged 53 years,4,White,6,6 or more people in household,13248
E92000001,England,53,Aged 53 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,53,Aged 53 years,5,Other ethnic group,1,1 person in household,1640
E92000001,England,53,Aged 53 years,5,Other ethnic group,2,2 people in household,2608
E92000001,England,53,Aged 53 years,5,Other ethnic group,3,3 people in household,2911
E92000001,England,53,Aged 53 years,5,Other ethnic group,4,4 people in household,3241
E92000001,England,53,Aged 53 years,5,Other ethnic group,5,5 people in household,1901
E92000001,England,53,Aged 53 years,5,Other ethnic group,6,6 or more people in household,1732
E92000001,England,54,Aged 54 years,-8,Does not apply,0,0 people in household,0
E92000001,England,54,Aged 54 years,-8,Does not apply,1,1 person in household,0
E92000001,England,54,Aged 54 years,-8,Does not apply,2,2 people in household,0
E92000001,England,54,Aged 54 years,-8,Does not apply,3,3 people in household,0
E92000001,England,54,Aged 54 years,-8,Does not apply,4,4 people in household,0
E92000001,England,54,Aged 54 years,-8,Does not apply,5,5 people in household,0
E92000001,England,54,Aged 54 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,54,Aged 54 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,54,Aged 54 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,3806
E92000001,England,54,Aged 54 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,8207
E92000001,England,54,Aged 54 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,10986
E92000001,England,54,Aged 54 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,11706
E92000001,England,54,Aged 54 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,7492
E92000001,England,54,Aged 54 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,8645
E92000001,England,54,Aged 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,54,Aged 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,7341
E92000001,England,54,Aged 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,8271
E92000001,England,54,Aged 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,7118
E92000001,England,54,Aged 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,6174
E92000001,England,54,Aged 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,3541
E92000001,England,54,Aged 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,2715
E92000001,England,54,Aged 54 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,54,Aged 54 years,3,Mixed or Multiple ethnic groups,1,1 person in household,2413
E92000001,England,54,Aged 54 years,3,Mixed or Multiple ethnic groups,2,2 people in household,3249
E92000001,England,54,Aged 54 years,3,Mixed or Multiple ethnic groups,3,3 people in household,2384
E92000001,England,54,Aged 54 years,3,Mixed or Multiple ethnic groups,4,4 people in household,1679
E92000001,England,54,Aged 54 years,3,Mixed or Multiple ethnic groups,5,5 people in household,626
E92000001,England,54,Aged 54 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,325
E92000001,England,54,Aged 54 years,4,White,0,0 people in household,0
E92000001,England,54,Aged 54 years,4,White,1,1 person in household,106725
E92000001,England,54,Aged 54 years,4,White,2,2 people in household,243650
E92000001,England,54,Aged 54 years,4,White,3,3 people in household,171932
E92000001,England,54,Aged 54 years,4,White,4,4 people in household,108468
E92000001,England,54,Aged 54 years,4,White,5,5 people in household,28974
E92000001,England,54,Aged 54 years,4,White,6,6 or more people in household,12065
E92000001,England,54,Aged 54 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,54,Aged 54 years,5,Other ethnic group,1,1 person in household,1667
E92000001,England,54,Aged 54 years,5,Other ethnic group,2,2 people in household,2483
E92000001,England,54,Aged 54 years,5,Other ethnic group,3,3 people in household,2888
E92000001,England,54,Aged 54 years,5,Other ethnic group,4,4 people in household,2929
E92000001,England,54,Aged 54 years,5,Other ethnic group,5,5 people in household,1709
E92000001,England,54,Aged 54 years,5,Other ethnic group,6,6 or more people in household,1572
E92000001,England,55,Aged 55 years,-8,Does not apply,0,0 people in household,0
E92000001,England,55,Aged 55 years,-8,Does not apply,1,1 person in household,0
E92000001,England,55,Aged 55 years,-8,Does not apply,2,2 people in household,0
E92000001,England,55,Aged 55 years,-8,Does not apply,3,3 people in household,0
E92000001,England,55,Aged 55 years,-8,Does not apply,4,4 people in household,0
