Countries Code,Countries,Age (86 categories) Code,Age (86 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Household size (7 categories) Code,Household size (7 categories),Observation
E92000001,England,24,Aged 24 years,3,Mixed or Multiple ethnic groups,4,4 people in household,5357
E92000001,England,24,Aged 24 years,3,Mixed or Multiple ethnic groups,5,5 people in household,2409
E92000001,England,24,Aged 24 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,1643
E92000001,England,24,Aged 24 years,4,White,0,0 people in household,0
E92000001,England,24,Aged 24 years,4,White,1,1 person in household,38363
E92000001,England,24,Aged 24 years,4,White,2,2 people in household,168760
E92000001,England,24,Aged 24 years,4,White,3,3 people in household,151558
E92000001,England,24,Aged 24 years,4,White,4,4 people in household,110964
E92000001,England,24,Aged 24 years,4,White,5,5 people in household,41950
E92000001,England,24,Aged 24 years,4,White,6,6 or more people in household,24707
E92000001,England,24,Aged 24 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,24,Aged 24 years,5,Other ethnic group,1,1 person in household,1319
E92000001,England,24,Aged 24 years,5,Other ethnic group,2,2 people in household,3199
E92000001,England,24,Aged 24 years,5,Other ethnic group,3,3 people in household,3366
E92000001,England,24,Aged 24 years,5,Other ethnic group,4,4 people in household,3516
E92000001,England,24,Aged 24 years,5,Other ethnic group,5,5 people in household,2398
E92000001,England,24,Aged 24 years,5,Other ethnic group,6,6 or more people in household,2781
E92000001,England,25,Aged 25 years,-8,Does not apply,0,0 people in household,0
E92000001,England,25,Aged 25 years,-8,Does not apply,1,1 person in household,0
E92000001,England,25,Aged 25 years,-8,Does not apply,2,2 people in household,0
E92000001,England,25,Aged 25 years,-8,Does not apply,3,3 people in household,0
E92000001,England,25,Aged 25 years,-8,Does not apply,4,4 people in household,0
E92000001,England,25,Aged 25 years,-8,Does not apply,5,5 people in household,0
E92000001,England,25,Aged 25 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,4589
E92000001,England,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,11661
E92000001,England,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,13157
E92000001,England,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,15368
E92000001,England,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,12040
E92000001,England,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,19387
E92000001,England,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,3079
E92000001,England,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,7334
E92000001,England,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,7797
E92000001,England,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,6826
E92000001,England,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,4111
E92000001,England,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,4917
E92000001,England,25,Aged 25 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,25,Aged 25 years,3,Mixed or Multiple ethnic groups,1,1 person in household,2335
E92000001,England,25,Aged 25 years,3,Mixed or Multiple ethnic groups,2,2 people in household,8577
E92000001,England,25,Aged 25 years,3,Mixed or Multiple ethnic groups,3,3 people in household,6884
E92000001,England,25,Aged 25 years,3,Mixed or Multiple ethnic groups,4,4 people in household,4755
E92000001,England,25,Aged 25 years,3,Mixed or Multiple ethnic groups,5,5 people in household,2052
E92000001,England,25,Aged 25 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,1435
E92000001,England,25,Aged 25 years,4,White,0,0 people in household,0
E92000001,England,25,Aged 25 years,4,White,1,1 person in household,42710
E92000001,England,25,Aged 25 years,4,White,2,2 people in household,191270
E92000001,England,25,Aged 25 years,4,White,3,3 people in household,146717
E92000001,England,25,Aged 25 years,4,White,4,4 people in household,102499
E92000001,England,25,Aged 25 years,4,White,5,5 people in household,37841
E92000001,England,25,Aged 25 years,4,White,6,6 or more people in household,22492
E92000001,England,25,Aged 25 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,25,Aged 25 years,5,Other ethnic group,1,1 person in household,1616
E92000001,England,25,Aged 25 years,5,Other ethnic group,2,2 people in household,3725
E92000001,England,25,Aged 25 years,5,Other ethnic group,3,3 people in household,3648
E92000001,England,25,Aged 25 years,5,Other ethnic group,4,4 people in household,3572
E92000001,England,25,Aged 25 years,5,Other ethnic group,5,5 people in household,2268
E92000001,England,25,Aged 25 years,5,Other ethnic group,6,6 or more people in household,2983
E92000001,England,26,Aged 26 years,-8,Does not apply,0,0 people in household,0
E92000001,England,26,Aged 26 years,-8,Does not apply,1,1 person in household,0
E92000001,England,26,Aged 26 years,-8,Does not apply,2,2 people in household,0
E92000001,England,26,Aged 26 years,-8,Does not apply,3,3 people in household,0
E92000001,England,26,Aged 26 years,-8,Does not apply,4,4 people in household,0
E92000001,England,26,Aged 26 years,-8,Does not apply,5,5 people in household,0
E92000001,England,26,Aged 26 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,5298
E92000001,England,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,13519
E92000001,England,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,13469
E92000001,England,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,15198
E92000001,England,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,11135
E92000001,England,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,18362
E92000001,England,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,3444
E92000001,England,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,7950
E92000001,England,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,7734
E92000001,England,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,6137
E92000001,England,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,3808
E92000001,England,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,4052
E92000001,England,26,Aged 26 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,26,Aged 26 years,3,Mixed or Multiple ethnic groups,1,1 person in household,2680
E92000001,England,26,Aged 26 years,3,Mixed or Multiple ethnic groups,2,2 people in household,8933
E92000001,England,26,Aged 26 years,3,Mixed or Multiple ethnic groups,3,3 people in household,6636
E92000001,England,26,Aged 26 years,3,Mixed or Multiple ethnic groups,4,4 people in household,4354
E92000001,England,26,Aged 26 years,3,Mixed or Multiple ethnic groups,5,5 people in household,1776
E92000001,England,26,Aged 26 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,1354
E92000001,England,26,Aged 26 years,4,White,0,0 people in household,0
E92000001,England,26,Aged 26 years,4,White,1,1 person in household,48715
E92000001,England,26,Aged 26 years,4,White,2,2 people in household,212065
E92000001,England,26,Aged 26 years,4,White,3,3 people in household,145614
E92000001,England,26,Aged 26 years,4,White,4,4 people in household,97440
E92000001,England,26,Aged 26 years,4,White,5,5 people in household,35068
E92000001,England,26,Aged 26 years,4,White,6,6 or more people in household,21163
E92000001,England,26,Aged 26 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,26,Aged 26 years,5,Other ethnic group,1,1 person in household,2025
E92000001,England,26,Aged 26 years,5,Other ethnic group,2,2 people in household,4234
E92000001,England,26,Aged 26 years,5,Other ethnic group,3,3 people in household,3758
E92000001,England,26,Aged 26 years,5,Other ethnic group,4,4 people in household,3621
E92000001,England,26,Aged 26 years,5,Other ethnic group,5,5 people in household,2132
E92000001,England,26,Aged 26 years,5,Other ethnic group,6,6 or more people in household,2557
E92000001,England,27,Aged 27 years,-8,Does not apply,0,0 people in household,0
E92000001,England,27,Aged 27 years,-8,Does not apply,1,1 person in household,0
E92000001,England,27,Aged 27 years,-8,Does not apply,2,2 people in household,0
E92000001,England,27,Aged 27 years,-8,Does not apply,3,3 people in household,0
E92000001,England,27,Aged 27 years,-8,Does not apply,4,4 people in household,0
E92000001,England,27,Aged 27 years,-8,Does not apply,5,5 people in household,0
E92000001,England,27,Aged 27 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,5595
E92000001,England,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,14854
E92000001,England,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,13895
E92000001,England,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,15202
E92000001,England,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,10672
E92000001,England,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,17966
E92000001,England,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,3736
E92000001,England,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,8096
E92000001,England,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,7776
E92000001,England,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,5965
E92000001,England,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,3462
E92000001,England,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,3551
E92000001,England,27,Aged 27 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,27,Aged 27 years,3,Mixed or Multiple ethnic groups,1,1 person in household,2870
E92000001,England,27,Aged 27 years,3,Mixed or Multiple ethnic groups,2,2 people in household,9432
E92000001,England,27,Aged 27 years,3,Mixed or Multiple ethnic groups,3,3 people in household,6375
E92000001,England,27,Aged 27 years,3,Mixed or Multiple ethnic groups,4,4 people in household,4153
E92000001,England,27,Aged 27 years,3,Mixed or Multiple ethnic groups,5,5 people in household,1590
E92000001,England,27,Aged 27 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,1223
E92000001,England,27,Aged 27 years,4,White,0,0 people in household,0
E92000001,England,27,Aged 27 years,4,White,1,1 person in household,53940
E92000001,England,27,Aged 27 years,4,White,2,2 people in household,225902
E92000001,England,27,Aged 27 years,4,White,3,3 people in household,146331
E92000001,England,27,Aged 27 years,4,White,4,4 people in household,94749
E92000001,England,27,Aged 27 years,4,White,5,5 people in household,34134
E92000001,England,27,Aged 27 years,4,White,6,6 or more people in household,20961
E92000001,England,27,Aged 27 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,27,Aged 27 years,5,Other ethnic group,1,1 person in household,2203
E92000001,England,27,Aged 27 years,5,Other ethnic group,2,2 people in household,4733
E92000001,England,27,Aged 27 years,5,Other ethnic group,3,3 people in household,4075
E92000001,England,27,Aged 27 years,5,Other ethnic group,4,4 people in household,3639
E92000001,England,27,Aged 27 years,5,Other ethnic group,5,5 people in household,2080
E92000001,England,27,Aged 27 years,5,Other ethnic group,6,6 or more people in household,2515
E92000001,England,28,Aged 28 years,-8,Does not apply,0,0 people in household,0
E92000001,England,28,Aged 28 years,-8,Does not apply,1,1 person in household,0
E92000001,England,28,Aged 28 years,-8,Does not apply,2,2 people in household,0
E92000001,England,28,Aged 28 years,-8,Does not apply,3,3 people in household,0
E92000001,England,28,Aged 28 years,-8,Does not apply,4,4 people in household,0
E92000001,England,28,Aged 28 years,-8,Does not apply,5,5 people in household,0
E92000001,England,28,Aged 28 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,5999
E92000001,England,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,17104
E92000001,England,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,15155
E92000001,England,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,15239
E92000001,England,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,10183
E92000001,England,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,17146
E92000001,England,28,Aged 28 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,28,Aged 28 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,4038
E92000001,England,28,Aged 28 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,8133
E92000001,England,28,Aged 28 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,7767
E92000001,England,28,Aged 28 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,5765
E92000001,England,28,Aged 28 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,3304
E92000001,England,28,Aged 28 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,3026
E92000001,England,28,Aged 28 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,28,Aged 28 years,3,Mixed or Multiple ethnic groups,1,1 person in household,2938
E92000001,England,28,Aged 28 years,3,Mixed or Multiple ethnic groups,2,2 people in household,9448
E92000001,England,28,Aged 28 years,3,Mixed or Multiple ethnic groups,3,3 people in household,6153
E92000001,England,28,Aged 28 years,3,Mixed or Multiple ethnic groups,4,4 people in household,3793
E92000001,England,28,Aged 28 years,3,Mixed or Multiple ethnic groups,5,5 people in household,1447
E92000001,England,28,Aged 28 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,1175
E92000001,England,28,Aged 28 years,4,White,0,0 people in household,0
E92000001,England,28,Aged 28 years,4,White,1,1 person in household,57466
E92000001,England,28,Aged 28 years,4,White,2,2 people in household,230043
E92000001,England,28,Aged 28 years,4,White,3,3 people in household,150128
E92000001,England,28,Aged 28 years,4,White,4,4 people in household,95534
E92000001,England,28,Aged 28 years,4,White,5,5 people in household,34876
E92000001,England,28,Aged 28 years,4,White,6,6 or more people in household,21493
E92000001,England,28,Aged 28 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,28,Aged 28 years,5,Other ethnic group,1,1 person in household,2134
E92000001,England,28,Aged 28 years,5,Other ethnic group,2,2 people in household,4804
E92000001,England,28,Aged 28 years,5,Other ethnic group,3,3 people in household,4061
E92000001,England,28,Aged 28 years,5,Other ethnic group,4,4 people in household,3724
E92000001,England,28,Aged 28 years,5,Other ethnic group,5,5 people in household,2153
E92000001,England,28,Aged 28 years,5,Other ethnic group,6,6 or more people in household,2447
E92000001,England,29,Aged 29 years,-8,Does not apply,0,0 people in household,0
E92000001,England,29,Aged 29 years,-8,Does not apply,1,1 person in household,0
E92000001,England,29,Aged 29 years,-8,Does not apply,2,2 people in household,0
E92000001,England,29,Aged 29 years,-8,Does not apply,3,3 people in household,0
E92000001,England,29,Aged 29 years,-8,Does not apply,4,4 people in household,0
E92000001,England,29,Aged 29 years,-8,Does not apply,5,5 people in household,0
E92000001,England,29,Aged 29 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,29,Aged 29 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,29,Aged 29 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,6053
E92000001,England,29,Aged 29 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,18410
E92000001,England,29,Aged 29 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,16234
E92000001,England,29,Aged 29 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,15651
E92000001,England,29,Aged 29 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,10141
E92000001,England,29,Aged 29 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,16345
E92000001,England,29,Aged 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,29,Aged 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,4124
E92000001,England,29,Aged 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,8171
E92000001,England,29,Aged 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,7490
E92000001,England,29,Aged 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,5783
E92000001,England,29,Aged 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,3124
E92000001,England,29,Aged 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,2652
E92000001,England,29,Aged 29 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,29,Aged 29 years,3,Mixed or Multiple ethnic groups,1,1 person in household,3118
E92000001,England,29,Aged 29 years,3,Mixed or Multiple ethnic groups,2,2 people in household,9389
E92000001,England,29,Aged 29 years,3,Mixed or Multiple ethnic groups,3,3 people in household,5962
E92000001,England,29,Aged 29 years,3,Mixed or Multiple ethnic groups,4,4 people in household,3877
E92000001,England,29,Aged 29 years,3,Mixed or Multiple ethnic groups,5,5 people in household,1480
E92000001,England,29,Aged 29 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,1090
E92000001,England,29,Aged 29 years,4,White,0,0 people in household,0
E92000001,England,29,Aged 29 years,4,White,1,1 person in household,61102
E92000001,England,29,Aged 29 years,4,White,2,2 people in household,231716
E92000001,England,29,Aged 29 years,4,White,3,3 people in household,156112
E92000001,England,29,Aged 29 years,4,White,4,4 people in household,101351
E92000001,England,29,Aged 29 years,4,White,5,5 people in household,36335
E92000001,England,29,Aged 29 years,4,White,6,6 or more people in household,21754
E92000001,England,29,Aged 29 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,29,Aged 29 years,5,Other ethnic group,1,1 person in household,2388
E92000001,England,29,Aged 29 years,5,Other ethnic group,2,2 people in household,5149
E92000001,England,29,Aged 29 years,5,Other ethnic group,3,3 people in household,4397
E92000001,England,29,Aged 29 years,5,Other ethnic group,4,4 people in household,3957
E92000001,England,29,Aged 29 years,5,Other ethnic group,5,5 people in household,2232
E92000001,England,29,Aged 29 years,5,Other ethnic group,6,6 or more people in household,2320
E92000001,England,30,Aged 30 years,-8,Does not apply,0,0 people in household,0
E92000001,England,30,Aged 30 years,-8,Does not apply,1,1 person in household,0
E92000001,England,30,Aged 30 years,-8,Does not apply,2,2 people in household,0
E92000001,England,30,Aged 30 years,-8,Does not apply,3,3 people in household,0
E92000001,England,30,Aged 30 years,-8,Does not apply,4,4 people in household,0
E92000001,England,30,Aged 30 years,-8,Does not apply,5,5 people in household,0
E92000001,England,30,Aged 30 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,30,Aged 30 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,30,Aged 30 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,6491
E92000001,England,30,Aged 30 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,19680
E92000001,England,30,Aged 30 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,17915
E92000001,England,30,Aged 30 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,16909
E92000001,England,30,Aged 30 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,10330
E92000001,England,30,Aged 30 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,16152
E92000001,England,30,Aged 30 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,30,Aged 30 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,4472
E92000001,England,30,Aged 30 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,8178
E92000001,England,30,Aged 30 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,7751
E92000001,England,30,Aged 30 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,5968
E92000001,England,30,Aged 30 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,3135
E92000001,England,30,Aged 30 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,2789
E92000001,England,30,Aged 30 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,30,Aged 30 years,3,Mixed or Multiple ethnic groups,1,1 person in household,3327
E92000001,England,30,Aged 30 years,3,Mixed or Multiple ethnic groups,2,2 people in household,9178
E92000001,England,30,Aged 30 years,3,Mixed or Multiple ethnic groups,3,3 people in household,6265
E92000001,England,30,Aged 30 years,3,Mixed or Multiple ethnic groups,4,4 people in household,3873
E92000001,England,30,Aged 30 years,3,Mixed or Multiple ethnic groups,5,5 people in household,1598
E92000001,England,30,Aged 30 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,1117
E92000001,England,30,Aged 30 years,4,White,0,0 people in household,0
E92000001,England,30,Aged 30 years,4,White,1,1 person in household,64021
E92000001,England,30,Aged 30 years,4,White,2,2 people in household,226143
E92000001,England,30,Aged 30 years,4,White,3,3 people in household,161996
E92000001,England,30,Aged 30 years,4,White,4,4 people in household,110050
E92000001,England,30,Aged 30 years,4,White,5,5 people in household,38898
E92000001,England,30,Aged 30 years,4,White,6,6 or more people in household,22574
E92000001,England,30,Aged 30 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,30,Aged 30 years,5,Other ethnic group,1,1 person in household,2606
E92000001,England,30,Aged 30 years,5,Other ethnic group,2,2 people in household,5371
E92000001,England,30,Aged 30 years,5,Other ethnic group,3,3 people in household,4576
E92000001,England,30,Aged 30 years,5,Other ethnic group,4,4 people in household,4265
E92000001,England,30,Aged 30 years,5,Other ethnic group,5,5 people in household,2168
E92000001,England,30,Aged 30 years,5,Other ethnic group,6,6 or more people in household,2309
E92000001,England,31,Aged 31 years,-8,Does not apply,0,0 people in household,0
E92000001,England,31,Aged 31 years,-8,Does not apply,1,1 person in household,0
E92000001,England,31,Aged 31 years,-8,Does not apply,2,2 people in household,0
E92000001,England,31,Aged 31 years,-8,Does not apply,3,3 people in household,0
E92000001,England,31,Aged 31 years,-8,Does not apply,4,4 people in household,0
E92000001,England,31,Aged 31 years,-8,Does not apply,5,5 people in household,0
E92000001,England,31,Aged 31 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,31,Aged 31 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,31,Aged 31 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,6653
E92000001,England,31,Aged 31 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,19253
E92000001,England,31,Aged 31 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,19678
E92000001,England,31,Aged 31 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,18360
E92000001,England,31,Aged 31 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,11129
E92000001,England,31,Aged 31 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,16328
E92000001,England,31,Aged 31 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,31,Aged 31 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,4689
E92000001,England,31,Aged 31 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,7935
E92000001,England,31,Aged 31 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,7977
E92000001,England,31,Aged 31 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,6267
E92000001,England,31,Aged 31 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,3225
E92000001,England,31,Aged 31 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,2889
E92000001,England,31,Aged 31 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,31,Aged 31 years,3,Mixed or Multiple ethnic groups,1,1 person in household,3211
E92000001,England,31,Aged 31 years,3,Mixed or Multiple ethnic groups,2,2 people in household,8508
E92000001,England,31,Aged 31 years,3,Mixed or Multiple ethnic groups,3,3 people in household,5907
E92000001,England,31,Aged 31 years,3,Mixed or Multiple ethnic groups,4,4 people in household,3861
E92000001,England,31,Aged 31 years,3,Mixed or Multiple ethnic groups,5,5 people in household,1455
E92000001,England,31,Aged 31 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,1079
E92000001,England,31,Aged 31 years,4,White,0,0 people in household,0
E92000001,England,31,Aged 31 years,4,White,1,1 person in household,61688
E92000001,England,31,Aged 31 years,4,White,2,2 people in household,205755
E92000001,England,31,Aged 31 years,4,White,3,3 people in household,161804
E92000001,England,31,Aged 31 years,4,White,4,4 people in household,116212
E92000001,England,31,Aged 31 years,4,White,5,5 people in household,41238
E92000001,England,31,Aged 31 years,4,White,6,6 or more people in household,24072
E92000001,England,31,Aged 31 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,31,Aged 31 years,5,Other ethnic group,1,1 person in household,2544
E92000001,England,31,Aged 31 years,5,Other ethnic group,2,2 people in household,5289
E92000001,England,31,Aged 31 years,5,Other ethnic group,3,3 people in household,4781
E92000001,England,31,Aged 31 years,5,Other ethnic group,4,4 people in household,4544
E92000001,England,31,Aged 31 years,5,Other ethnic group,5,5 people in household,2487
E92000001,England,31,Aged 31 years,5,Other ethnic group,6,6 or more people in household,2707
E92000001,England,32,Aged 32 years,-8,Does not apply,0,0 people in household,0
E92000001,England,32,Aged 32 years,-8,Does not apply,1,1 person in household,0
E92000001,England,32,Aged 32 years,-8,Does not apply,2,2 people in household,0
E92000001,England,32,Aged 32 years,-8,Does not apply,3,3 people in household,0
E92000001,England,32,Aged 32 years,-8,Does not apply,4,4 people in household,0
E92000001,England,32,Aged 32 years,-8,Does not apply,5,5 people in household,0
E92000001,England,32,Aged 32 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,32,Aged 32 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,32,Aged 32 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,6437
E92000001,England,32,Aged 32 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,18985
E92000001,England,32,Aged 32 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,21290
E92000001,England,32,Aged 32 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,19980
E92000001,England,32,Aged 32 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,12063
E92000001,England,32,Aged 32 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,16817
E92000001,England,32,Aged 32 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,32,Aged 32 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,4699
E92000001,England,32,Aged 32 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,7488
E92000001,England,32,Aged 32 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,7811
