Countries Code,Countries,Age (17 categories) Code,Age (17 categories),Sex (2 categories) Code,Sex (2 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Economic activity status (10 categories) Code,Economic activity status (10 categories),Observation
E92000001,England,6,Aged 30 to 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,756
E92000001,England,6,Aged 30 to 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,27
E92000001,England,6,Aged 30 to 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,4640
E92000001,England,6,Aged 30 to 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,12951
E92000001,England,6,Aged 30 to 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,1641
E92000001,England,6,Aged 30 to 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,4787
E92000001,England,6,Aged 30 to 34 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E92000001,England,6,Aged 30 to 34 years,1,Female,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,46000
E92000001,England,6,Aged 30 to 34 years,1,Female,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2862
E92000001,England,6,Aged 30 to 34 years,1,Female,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,981
E92000001,England,6,Aged 30 to 34 years,1,Female,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,192
E92000001,England,6,Aged 30 to 34 years,1,Female,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,20
E92000001,England,6,Aged 30 to 34 years,1,Female,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,1880
E92000001,England,6,Aged 30 to 34 years,1,Female,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,7066
E92000001,England,6,Aged 30 to 34 years,1,Female,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,2131
E92000001,England,6,Aged 30 to 34 years,1,Female,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,2339
E92000001,England,6,Aged 30 to 34 years,1,Female,4,White,-8,Does not apply,0
E92000001,England,6,Aged 30 to 34 years,1,Female,4,White,1,Economically active (excluding full-time students): In employment,1223617
E92000001,England,6,Aged 30 to 34 years,1,Female,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,44560
E92000001,England,6,Aged 30 to 34 years,1,Female,4,White,3,Economically active and a full-time student: In employment,18743
E92000001,England,6,Aged 30 to 34 years,1,Female,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1793
E92000001,England,6,Aged 30 to 34 years,1,Female,4,White,5,Economically inactive: Retired,513
E92000001,England,6,Aged 30 to 34 years,1,Female,4,White,6,Economically inactive: Student,21786
E92000001,England,6,Aged 30 to 34 years,1,Female,4,White,7,Economically inactive: Looking after home or family,166342
E92000001,England,6,Aged 30 to 34 years,1,Female,4,White,8,Economically inactive: Long-term sick or disabled,46520
E92000001,England,6,Aged 30 to 34 years,1,Female,4,White,9,Economically inactive: Other,42215
E92000001,England,6,Aged 30 to 34 years,1,Female,5,Other ethnic group,-8,Does not apply,0
E92000001,England,6,Aged 30 to 34 years,1,Female,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,31008
E92000001,England,6,Aged 30 to 34 years,1,Female,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2826
E92000001,England,6,Aged 30 to 34 years,1,Female,5,Other ethnic group,3,Economically active and a full-time student: In employment,965
E92000001,England,6,Aged 30 to 34 years,1,Female,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,302
E92000001,England,6,Aged 30 to 34 years,1,Female,5,Other ethnic group,5,Economically inactive: Retired,46
E92000001,England,6,Aged 30 to 34 years,1,Female,5,Other ethnic group,6,Economically inactive: Student,3748
E92000001,England,6,Aged 30 to 34 years,1,Female,5,Other ethnic group,7,Economically inactive: Looking after home or family,14039
E92000001,England,6,Aged 30 to 34 years,1,Female,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,833
E92000001,England,6,Aged 30 to 34 years,1,Female,5,Other ethnic group,9,Economically inactive: Other,4328
E92000001,England,6,Aged 30 to 34 years,2,Male,-8,Does not apply,-8,Does not apply,0
E92000001,England,6,Aged 30 to 34 years,2,Male,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E92000001,England,6,Aged 30 to 34 years,2,Male,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,6,Aged 30 to 34 years,2,Male,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E92000001,England,6,Aged 30 to 34 years,2,Male,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,6,Aged 30 to 34 years,2,Male,-8,Does not apply,5,Economically inactive: Retired,0
E92000001,England,6,Aged 30 to 34 years,2,Male,-8,Does not apply,6,Economically inactive: Student,0
E92000001,England,6,Aged 30 to 34 years,2,Male,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E92000001,England,6,Aged 30 to 34 years,2,Male,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E92000001,England,6,Aged 30 to 34 years,2,Male,-8,Does not apply,9,Economically inactive: Other,0
E92000001,England,6,Aged 30 to 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E92000001,England,6,Aged 30 to 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,178076
E92000001,England,6,Aged 30 to 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,10048
E92000001,England,6,Aged 30 to 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,2387
E92000001,England,6,Aged 30 to 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,646
E92000001,England,6,Aged 30 to 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,99
E92000001,England,6,Aged 30 to 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,3851
E92000001,England,6,Aged 30 to 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,6507
E92000001,England,6,Aged 30 to 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,3727
E92000001,England,6,Aged 30 to 34 years,2,Male,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,12212
E92000001,England,6,Aged 30 to 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E92000001,England,6,Aged 30 to 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,52387
E92000001,England,6,Aged 30 to 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,6595
E92000001,England,6,Aged 30 to 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,2088
E92000001,England,6,Aged 30 to 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,768
E92000001,England,6,Aged 30 to 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,33
E92000001,England,6,Aged 30 to 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,2398
E92000001,England,6,Aged 30 to 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,1694
E92000001,England,6,Aged 30 to 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,1949
E92000001,England,6,Aged 30 to 34 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,5180
E92000001,England,6,Aged 30 to 34 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E92000001,England,6,Aged 30 to 34 years,2,Male,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,43320
E92000001,England,6,Aged 30 to 34 years,2,Male,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3434
E92000001,England,6,Aged 30 to 34 years,2,Male,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,569
E92000001,England,6,Aged 30 to 34 years,2,Male,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,139
E92000001,England,6,Aged 30 to 34 years,2,Male,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,29
E92000001,England,6,Aged 30 to 34 years,2,Male,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,849
E92000001,England,6,Aged 30 to 34 years,2,Male,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,1098
E92000001,England,6,Aged 30 to 34 years,2,Male,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,2004
E92000001,England,6,Aged 30 to 34 years,2,Male,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,2678
E92000001,England,6,Aged 30 to 34 years,2,Male,4,White,-8,Does not apply,0
E92000001,England,6,Aged 30 to 34 years,2,Male,4,White,1,Economically active (excluding full-time students): In employment,1291459
E92000001,England,6,Aged 30 to 34 years,2,Male,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,52384
E92000001,England,6,Aged 30 to 34 years,2,Male,4,White,3,Economically active and a full-time student: In employment,11536
E92000001,England,6,Aged 30 to 34 years,2,Male,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1148
E92000001,England,6,Aged 30 to 34 years,2,Male,4,White,5,Economically inactive: Retired,639
E92000001,England,6,Aged 30 to 34 years,2,Male,4,White,6,Economically inactive: Student,10313
E92000001,England,6,Aged 30 to 34 years,2,Male,4,White,7,Economically inactive: Looking after home or family,23571
E92000001,England,6,Aged 30 to 34 years,2,Male,4,White,8,Economically inactive: Long-term sick or disabled,47192
E92000001,England,6,Aged 30 to 34 years,2,Male,4,White,9,Economically inactive: Other,46161
E92000001,England,6,Aged 30 to 34 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E92000001,England,6,Aged 30 to 34 years,2,Male,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,38433
