Lower tier local authorities Code,Lower tier local authorities,Age (23 categories) Code,Age (23 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Household size (7 categories) Code,Household size (7 categories),Observation
E08000025,Birmingham,8,Aged 18 to 19 years,5,Other ethnic group,3,3 people in household,155
E08000025,Birmingham,8,Aged 18 to 19 years,5,Other ethnic group,4,4 people in household,268
E08000025,Birmingham,8,Aged 18 to 19 years,5,Other ethnic group,5,5 people in household,289
E08000025,Birmingham,8,Aged 18 to 19 years,5,Other ethnic group,6,6 or more people in household,785
E08000025,Birmingham,9,Aged 20 to 24 years,-8,Does not apply,0,0 people in household,0
E08000025,Birmingham,9,Aged 20 to 24 years,-8,Does not apply,1,1 person in household,0
E08000025,Birmingham,9,Aged 20 to 24 years,-8,Does not apply,2,2 people in household,0
E08000025,Birmingham,9,Aged 20 to 24 years,-8,Does not apply,3,3 people in household,0
E08000025,Birmingham,9,Aged 20 to 24 years,-8,Does not apply,4,4 people in household,0
E08000025,Birmingham,9,Aged 20 to 24 years,-8,Does not apply,5,5 people in household,0
E08000025,Birmingham,9,Aged 20 to 24 years,-8,Does not apply,6,6 or more people in household,0
E08000025,Birmingham,9,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E08000025,Birmingham,9,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1055
E08000025,Birmingham,9,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,2009
E08000025,Birmingham,9,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,3016
E08000025,Birmingham,9,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,4805
E08000025,Birmingham,9,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,5740
E08000025,Birmingham,9,Aged 20 to 24 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,11949
E08000025,Birmingham,9,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E08000025,Birmingham,9,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,848
E08000025,Birmingham,9,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1714
E08000025,Birmingham,9,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,1682
E08000025,Birmingham,9,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,1671
E08000025,Birmingham,9,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,1212
E08000025,Birmingham,9,Aged 20 to 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,2477
E08000025,Birmingham,9,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E08000025,Birmingham,9,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,1,1 person in household,405
E08000025,Birmingham,9,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,2,2 people in household,1262
E08000025,Birmingham,9,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,3,3 people in household,1249
E08000025,Birmingham,9,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,4,4 people in household,1051
E08000025,Birmingham,9,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,5,5 people in household,590
E08000025,Birmingham,9,Aged 20 to 24 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,737
E08000025,Birmingham,9,Aged 20 to 24 years,4,White,0,0 people in household,0
E08000025,Birmingham,9,Aged 20 to 24 years,4,White,1,1 person in household,2086
E08000025,Birmingham,9,Aged 20 to 24 years,4,White,2,2 people in household,8459
E08000025,Birmingham,9,Aged 20 to 24 years,4,White,3,3 people in household,8702
E08000025,Birmingham,9,Aged 20 to 24 years,4,White,4,4 people in household,8170
E08000025,Birmingham,9,Aged 20 to 24 years,4,White,5,5 people in household,5047
E08000025,Birmingham,9,Aged 20 to 24 years,4,White,6,6 or more people in household,6255
E08000025,Birmingham,9,Aged 20 to 24 years,5,Other ethnic group,0,0 people in household,0
E08000025,Birmingham,9,Aged 20 to 24 years,5,Other ethnic group,1,1 person in household,299
E08000025,Birmingham,9,Aged 20 to 24 years,5,Other ethnic group,2,2 people in household,486
E08000025,Birmingham,9,Aged 20 to 24 years,5,Other ethnic group,3,3 people in household,455
E08000025,Birmingham,9,Aged 20 to 24 years,5,Other ethnic group,4,4 people in household,577
E08000025,Birmingham,9,Aged 20 to 24 years,5,Other ethnic group,5,5 people in household,571
E08000025,Birmingham,9,Aged 20 to 24 years,5,Other ethnic group,6,6 or more people in household,1409
E08000025,Birmingham,10,Aged 25 to 29 years,-8,Does not apply,0,0 people in household,0
E08000025,Birmingham,10,Aged 25 to 29 years,-8,Does not apply,1,1 person in household,0
E08000025,Birmingham,10,Aged 25 to 29 years,-8,Does not apply,2,2 people in household,0
E08000025,Birmingham,10,Aged 25 to 29 years,-8,Does not apply,3,3 people in household,0
E08000025,Birmingham,10,Aged 25 to 29 years,-8,Does not apply,4,4 people in household,0
E08000025,Birmingham,10,Aged 25 to 29 years,-8,Does not apply,5,5 people in household,0
E08000025,Birmingham,10,Aged 25 to 29 years,-8,Does not apply,6,6 or more people in household,0
E08000025,Birmingham,10,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E08000025,Birmingham,10,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1533
E08000025,Birmingham,10,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,3471
E08000025,Birmingham,10,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4055
E08000025,Birmingham,10,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,4717
E08000025,Birmingham,10,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,4099
E08000025,Birmingham,10,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,8589
E08000025,Birmingham,10,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E08000025,Birmingham,10,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1203
E08000025,Birmingham,10,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1956
E08000025,Birmingham,10,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,1934
E08000025,Birmingham,10,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,1434
E08000025,Birmingham,10,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,781
E08000025,Birmingham,10,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,1135
E08000025,Birmingham,10,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E08000025,Birmingham,10,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,1,1 person in household,588
E08000025,Birmingham,10,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,2,2 people in household,1342
E08000025,Birmingham,10,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,3,3 people in household,1031
E08000025,Birmingham,10,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,4,4 people in household,706
E08000025,Birmingham,10,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,5,5 people in household,314
E08000025,Birmingham,10,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,282
E08000025,Birmingham,10,Aged 25 to 29 years,4,White,0,0 people in household,0
E08000025,Birmingham,10,Aged 25 to 29 years,4,White,1,1 person in household,4481
E08000025,Birmingham,10,Aged 25 to 29 years,4,White,2,2 people in household,14519
E08000025,Birmingham,10,Aged 25 to 29 years,4,White,3,3 people in household,9015
E08000025,Birmingham,10,Aged 25 to 29 years,4,White,4,4 people in household,6111
E08000025,Birmingham,10,Aged 25 to 29 years,4,White,5,5 people in household,2545
E08000025,Birmingham,10,Aged 25 to 29 years,4,White,6,6 or more people in household,1655
E08000025,Birmingham,10,Aged 25 to 29 years,5,Other ethnic group,0,0 people in household,0
E08000025,Birmingham,10,Aged 25 to 29 years,5,Other ethnic group,1,1 person in household,446
E08000025,Birmingham,10,Aged 25 to 29 years,5,Other ethnic group,2,2 people in household,740
E08000025,Birmingham,10,Aged 25 to 29 years,5,Other ethnic group,3,3 people in household,692
E08000025,Birmingham,10,Aged 25 to 29 years,5,Other ethnic group,4,4 people in household,723
E08000025,Birmingham,10,Aged 25 to 29 years,5,Other ethnic group,5,5 people in household,405
E08000025,Birmingham,10,Aged 25 to 29 years,5,Other ethnic group,6,6 or more people in household,752
E08000025,Birmingham,11,Aged 30 to 34 years,-8,Does not apply,0,0 people in household,0
E08000025,Birmingham,11,Aged 30 to 34 years,-8,Does not apply,1,1 person in household,0
E08000025,Birmingham,11,Aged 30 to 34 years,-8,Does not apply,2,2 people in household,0
E08000025,Birmingham,11,Aged 30 to 34 years,-8,Does not apply,3,3 people in household,0
E08000025,Birmingham,11,Aged 30 to 34 years,-8,Does not apply,4,4 people in household,0
E08000025,Birmingham,11,Aged 30 to 34 years,-8,Does not apply,5,5 people in household,0
E08000025,Birmingham,11,Aged 30 to 34 years,-8,Does not apply,6,6 or more people in household,0
E08000025,Birmingham,11,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E08000025,Birmingham,11,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1757
E08000025,Birmingham,11,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,3695
E08000025,Birmingham,11,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4690
E08000025,Birmingham,11,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,6098
E08000025,Birmingham,11,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,4543
E08000025,Birmingham,11,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,7262
E08000025,Birmingham,11,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E08000025,Birmingham,11,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1351
E08000025,Birmingham,11,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1609
E08000025,Birmingham,11,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,1780
E08000025,Birmingham,11,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,1517
E08000025,Birmingham,11,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,836
E08000025,Birmingham,11,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,948
E08000025,Birmingham,11,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E08000025,Birmingham,11,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,1,1 person in household,566
E08000025,Birmingham,11,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,2,2 people in household,1058
E08000025,Birmingham,11,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,3,3 people in household,954
E08000025,Birmingham,11,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,4,4 people in household,658
E08000025,Birmingham,11,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,5,5 people in household,345
E08000025,Birmingham,11,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,237
E08000025,Birmingham,11,Aged 30 to 34 years,4,White,0,0 people in household,0
E08000025,Birmingham,11,Aged 30 to 34 years,4,White,1,1 person in household,5010
E08000025,Birmingham,11,Aged 30 to 34 years,4,White,2,2 people in household,12185
E08000025,Birmingham,11,Aged 30 to 34 years,4,White,3,3 people in household,9781
E08000025,Birmingham,11,Aged 30 to 34 years,4,White,4,4 people in household,7648
E08000025,Birmingham,11,Aged 30 to 34 years,4,White,5,5 people in household,3067
E08000025,Birmingham,11,Aged 30 to 34 years,4,White,6,6 or more people in household,1787
E08000025,Birmingham,11,Aged 30 to 34 years,5,Other ethnic group,0,0 people in household,0
E08000025,Birmingham,11,Aged 30 to 34 years,5,Other ethnic group,1,1 person in household,633
E08000025,Birmingham,11,Aged 30 to 34 years,5,Other ethnic group,2,2 people in household,743
E08000025,Birmingham,11,Aged 30 to 34 years,5,Other ethnic group,3,3 people in household,787
E08000025,Birmingham,11,Aged 30 to 34 years,5,Other ethnic group,4,4 people in household,902
E08000025,Birmingham,11,Aged 30 to 34 years,5,Other ethnic group,5,5 people in household,668
E08000025,Birmingham,11,Aged 30 to 34 years,5,Other ethnic group,6,6 or more people in household,857
E08000025,Birmingham,12,Aged 35 to 39 years,-8,Does not apply,0,0 people in household,0
E08000025,Birmingham,12,Aged 35 to 39 years,-8,Does not apply,1,1 person in household,0
E08000025,Birmingham,12,Aged 35 to 39 years,-8,Does not apply,2,2 people in household,0
E08000025,Birmingham,12,Aged 35 to 39 years,-8,Does not apply,3,3 people in household,0
E08000025,Birmingham,12,Aged 35 to 39 years,-8,Does not apply,4,4 people in household,0
E08000025,Birmingham,12,Aged 35 to 39 years,-8,Does not apply,5,5 people in household,0
E08000025,Birmingham,12,Aged 35 to 39 years,-8,Does not apply,6,6 or more people in household,0
E08000025,Birmingham,12,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E08000025,Birmingham,12,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1624
E08000025,Birmingham,12,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,2779
E08000025,Birmingham,12,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4296
E08000025,Birmingham,12,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,6774
E08000025,Birmingham,12,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,5788
E08000025,Birmingham,12,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,8191
E08000025,Birmingham,12,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E08000025,Birmingham,12,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1290
E08000025,Birmingham,12,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1327
E08000025,Birmingham,12,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,1464
E08000025,Birmingham,12,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,1623
E08000025,Birmingham,12,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,1107
E08000025,Birmingham,12,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,1360
E08000025,Birmingham,12,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E08000025,Birmingham,12,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,1,1 person in household,481
E08000025,Birmingham,12,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,2,2 people in household,633
E08000025,Birmingham,12,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,3,3 people in household,625
E08000025,Birmingham,12,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,4,4 people in household,622
E08000025,Birmingham,12,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,5,5 people in household,298
E08000025,Birmingham,12,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,226
E08000025,Birmingham,12,Aged 35 to 39 years,4,White,0,0 people in household,0
E08000025,Birmingham,12,Aged 35 to 39 years,4,White,1,1 person in household,4503
E08000025,Birmingham,12,Aged 35 to 39 years,4,White,2,2 people in household,7836
E08000025,Birmingham,12,Aged 35 to 39 years,4,White,3,3 people in household,8058
E08000025,Birmingham,12,Aged 35 to 39 years,4,White,4,4 people in household,8875
E08000025,Birmingham,12,Aged 35 to 39 years,4,White,5,5 people in household,3682
E08000025,Birmingham,12,Aged 35 to 39 years,4,White,6,6 or more people in household,1985
E08000025,Birmingham,12,Aged 35 to 39 years,5,Other ethnic group,0,0 people in household,0
E08000025,Birmingham,12,Aged 35 to 39 years,5,Other ethnic group,1,1 person in household,472
E08000025,Birmingham,12,Aged 35 to 39 years,5,Other ethnic group,2,2 people in household,485
E08000025,Birmingham,12,Aged 35 to 39 years,5,Other ethnic group,3,3 people in household,598
E08000025,Birmingham,12,Aged 35 to 39 years,5,Other ethnic group,4,4 people in household,953
E08000025,Birmingham,12,Aged 35 to 39 years,5,Other ethnic group,5,5 people in household,817
E08000025,Birmingham,12,Aged 35 to 39 years,5,Other ethnic group,6,6 or more people in household,1136
E08000025,Birmingham,13,Aged 40 to 44 years,-8,Does not apply,0,0 people in household,0
E08000025,Birmingham,13,Aged 40 to 44 years,-8,Does not apply,1,1 person in household,0
E08000025,Birmingham,13,Aged 40 to 44 years,-8,Does not apply,2,2 people in household,0
E08000025,Birmingham,13,Aged 40 to 44 years,-8,Does not apply,3,3 people in household,0
E08000025,Birmingham,13,Aged 40 to 44 years,-8,Does not apply,4,4 people in household,0
E08000025,Birmingham,13,Aged 40 to 44 years,-8,Does not apply,5,5 people in household,0
E08000025,Birmingham,13,Aged 40 to 44 years,-8,Does not apply,6,6 or more people in household,0
E08000025,Birmingham,13,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E08000025,Birmingham,13,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1419
E08000025,Birmingham,13,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,2292
E08000025,Birmingham,13,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,3367
E08000025,Birmingham,13,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,6496
E08000025,Birmingham,13,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,6231
E08000025,Birmingham,13,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,8683
E08000025,Birmingham,13,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E08000025,Birmingham,13,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1216
E08000025,Birmingham,13,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1126
E08000025,Birmingham,13,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,1280
E08000025,Birmingham,13,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,1563
E08000025,Birmingham,13,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,1221
E08000025,Birmingham,13,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,1557
E08000025,Birmingham,13,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E08000025,Birmingham,13,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,1,1 person in household,405
E08000025,Birmingham,13,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,2,2 people in household,390
E08000025,Birmingham,13,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,3,3 people in household,445
E08000025,Birmingham,13,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,4,4 people in household,429
E08000025,Birmingham,13,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,5,5 people in household,202
E08000025,Birmingham,13,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,195
E08000025,Birmingham,13,Aged 40 to 44 years,4,White,0,0 people in household,0
E08000025,Birmingham,13,Aged 40 to 44 years,4,White,1,1 person in household,4366
E08000025,Birmingham,13,Aged 40 to 44 years,4,White,2,2 people in household,6199
E08000025,Birmingham,13,Aged 40 to 44 years,4,White,3,3 people in household,6729
E08000025,Birmingham,13,Aged 40 to 44 years,4,White,4,4 people in household,8710
E08000025,Birmingham,13,Aged 40 to 44 years,4,White,5,5 people in household,3174
E08000025,Birmingham,13,Aged 40 to 44 years,4,White,6,6 or more people in household,1573
E08000025,Birmingham,13,Aged 40 to 44 years,5,Other ethnic group,0,0 people in household,0
E08000025,Birmingham,13,Aged 40 to 44 years,5,Other ethnic group,1,1 person in household,342
E08000025,Birmingham,13,Aged 40 to 44 years,5,Other ethnic group,2,2 people in household,346
E08000025,Birmingham,13,Aged 40 to 44 years,5,Other ethnic group,3,3 people in household,526
E08000025,Birmingham,13,Aged 40 to 44 years,5,Other ethnic group,4,4 people in household,950
E08000025,Birmingham,13,Aged 40 to 44 years,5,Other ethnic group,5,5 people in household,774
E08000025,Birmingham,13,Aged 40 to 44 years,5,Other ethnic group,6,6 or more people in household,1207
E08000025,Birmingham,14,Aged 45 to 49 years,-8,Does not apply,0,0 people in household,0
E08000025,Birmingham,14,Aged 45 to 49 years,-8,Does not apply,1,1 person in household,0
E08000025,Birmingham,14,Aged 45 to 49 years,-8,Does not apply,2,2 people in household,0
E08000025,Birmingham,14,Aged 45 to 49 years,-8,Does not apply,3,3 people in household,0
E08000025,Birmingham,14,Aged 45 to 49 years,-8,Does not apply,4,4 people in household,0
E08000025,Birmingham,14,Aged 45 to 49 years,-8,Does not apply,5,5 people in household,0
E08000025,Birmingham,14,Aged 45 to 49 years,-8,Does not apply,6,6 or more people in household,0
E08000025,Birmingham,14,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E08000025,Birmingham,14,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1186
E08000025,Birmingham,14,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,1865
E08000025,Birmingham,14,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,3000
E08000025,Birmingham,14,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,5176
E08000025,Birmingham,14,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,4872
E08000025,Birmingham,14,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,7270
E08000025,Birmingham,14,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E08000025,Birmingham,14,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1282
E08000025,Birmingham,14,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1141
E08000025,Birmingham,14,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,1173
E08000025,Birmingham,14,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,1366
E08000025,Birmingham,14,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,973
E08000025,Birmingham,14,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,1390
E08000025,Birmingham,14,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E08000025,Birmingham,14,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,1,1 person in household,354
E08000025,Birmingham,14,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,2,2 people in household,395
E08000025,Birmingham,14,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,3,3 people in household,335
E08000025,Birmingham,14,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,4,4 people in household,305
E08000025,Birmingham,14,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,5,5 people in household,161
E08000025,Birmingham,14,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,109
E08000025,Birmingham,14,Aged 45 to 49 years,4,White,0,0 people in household,0
E08000025,Birmingham,14,Aged 45 to 49 years,4,White,1,1 person in household,5277
E08000025,Birmingham,14,Aged 45 to 49 years,4,White,2,2 people in household,7359
E08000025,Birmingham,14,Aged 45 to 49 years,4,White,3,3 people in household,7429
E08000025,Birmingham,14,Aged 45 to 49 years,4,White,4,4 people in household,7991
E08000025,Birmingham,14,Aged 45 to 49 years,4,White,5,5 people in household,2662
E08000025,Birmingham,14,Aged 45 to 49 years,4,White,6,6 or more people in household,1229
E08000025,Birmingham,14,Aged 45 to 49 years,5,Other ethnic group,0,0 people in household,0
E08000025,Birmingham,14,Aged 45 to 49 years,5,Other ethnic group,1,1 person in household,327
E08000025,Birmingham,14,Aged 45 to 49 years,5,Other ethnic group,2,2 people in household,314
E08000025,Birmingham,14,Aged 45 to 49 years,5,Other ethnic group,3,3 people in household,393
E08000025,Birmingham,14,Aged 45 to 49 years,5,Other ethnic group,4,4 people in household,663
E08000025,Birmingham,14,Aged 45 to 49 years,5,Other ethnic group,5,5 people in household,627
E08000025,Birmingham,14,Aged 45 to 49 years,5,Other ethnic group,6,6 or more people in household,925
E08000025,Birmingham,15,Aged 50 to 54 years,-8,Does not apply,0,0 people in household,0
E08000025,Birmingham,15,Aged 50 to 54 years,-8,Does not apply,1,1 person in household,0
E08000025,Birmingham,15,Aged 50 to 54 years,-8,Does not apply,2,2 people in household,0
E08000025,Birmingham,15,Aged 50 to 54 years,-8,Does not apply,3,3 people in household,0
E08000025,Birmingham,15,Aged 50 to 54 years,-8,Does not apply,4,4 people in household,0
E08000025,Birmingham,15,Aged 50 to 54 years,-8,Does not apply,5,5 people in household,0
E08000025,Birmingham,15,Aged 50 to 54 years,-8,Does not apply,6,6 or more people in household,0
E08000025,Birmingham,15,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E08000025,Birmingham,15,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1035
E08000025,Birmingham,15,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,1875
E08000025,Birmingham,15,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,2906
E08000025,Birmingham,15,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,4122
E08000025,Birmingham,15,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,3542
E08000025,Birmingham,15,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,5381
E08000025,Birmingham,15,Aged 50 to 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E08000025,Birmingham,15,Aged 50 to 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1954
E08000025,Birmingham,15,Aged 50 to 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1773
E08000025,Birmingham,15,Aged 50 to 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,1472
E08000025,Birmingham,15,Aged 50 to 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,1316
E08000025,Birmingham,15,Aged 50 to 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,784
