Regions Code,Regions,Age (86 categories) Code,Age (86 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Household size (7 categories) Code,Household size (7 categories),Observation
E12000007,London,10,Aged 10 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,3
E12000007,London,10,Aged 10 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,411
E12000007,London,10,Aged 10 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,2544
E12000007,London,10,Aged 10 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,8150
E12000007,London,10,Aged 10 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,6447
E12000007,London,10,Aged 10 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,7157
E12000007,London,10,Aged 10 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,10,Aged 10 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2
E12000007,London,10,Aged 10 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1439
E12000007,London,10,Aged 10 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,3488
E12000007,London,10,Aged 10 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,4810
E12000007,London,10,Aged 10 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,4263
E12000007,London,10,Aged 10 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,5319
E12000007,London,10,Aged 10 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,10,Aged 10 years,3,Mixed or Multiple ethnic groups,1,1 person in household,1
E12000007,London,10,Aged 10 years,3,Mixed or Multiple ethnic groups,2,2 people in household,1147
E12000007,London,10,Aged 10 years,3,Mixed or Multiple ethnic groups,3,3 people in household,2981
E12000007,London,10,Aged 10 years,3,Mixed or Multiple ethnic groups,4,4 people in household,4587
E12000007,London,10,Aged 10 years,3,Mixed or Multiple ethnic groups,5,5 people in household,2172
E12000007,London,10,Aged 10 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,1271
E12000007,London,10,Aged 10 years,4,White,0,0 people in household,0
E12000007,London,10,Aged 10 years,4,White,1,1 person in household,6
E12000007,London,10,Aged 10 years,4,White,2,2 people in household,2311
E12000007,London,10,Aged 10 years,4,White,3,3 people in household,8295
E12000007,London,10,Aged 10 years,4,White,4,4 people in household,18889
E12000007,London,10,Aged 10 years,4,White,5,5 people in household,9478
E12000007,London,10,Aged 10 years,4,White,6,6 or more people in household,5945
E12000007,London,10,Aged 10 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,10,Aged 10 years,5,Other ethnic group,1,1 person in household,4
E12000007,London,10,Aged 10 years,5,Other ethnic group,2,2 people in household,320
E12000007,London,10,Aged 10 years,5,Other ethnic group,3,3 people in household,997
E12000007,London,10,Aged 10 years,5,Other ethnic group,4,4 people in household,2242
E12000007,London,10,Aged 10 years,5,Other ethnic group,5,5 people in household,1979
E12000007,London,10,Aged 10 years,5,Other ethnic group,6,6 or more people in household,2027
E12000007,London,11,Aged 11 years,-8,Does not apply,0,0 people in household,0
E12000007,London,11,Aged 11 years,-8,Does not apply,1,1 person in household,0
E12000007,London,11,Aged 11 years,-8,Does not apply,2,2 people in household,0
E12000007,London,11,Aged 11 years,-8,Does not apply,3,3 people in household,0
E12000007,London,11,Aged 11 years,-8,Does not apply,4,4 people in household,0
E12000007,London,11,Aged 11 years,-8,Does not apply,5,5 people in household,0
E12000007,London,11,Aged 11 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,11,Aged 11 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,11,Aged 11 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,0
E12000007,London,11,Aged 11 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,483
E12000007,London,11,Aged 11 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,2557
E12000007,London,11,Aged 11 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,7982
E12000007,London,11,Aged 11 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,6443
E12000007,London,11,Aged 11 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,7371
E12000007,London,11,Aged 11 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,11,Aged 11 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2
E12000007,London,11,Aged 11 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1578
E12000007,London,11,Aged 11 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,3573
E12000007,London,11,Aged 11 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,5060
E12000007,London,11,Aged 11 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,4290
E12000007,London,11,Aged 11 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,5485
E12000007,London,11,Aged 11 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,11,Aged 11 years,3,Mixed or Multiple ethnic groups,1,1 person in household,3
E12000007,London,11,Aged 11 years,3,Mixed or Multiple ethnic groups,2,2 people in household,1087
E12000007,London,11,Aged 11 years,3,Mixed or Multiple ethnic groups,3,3 people in household,2898
