Lower tier local authorities Code,Lower tier local authorities,Age (17 categories) Code,Age (17 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Economic activity status (10 categories) Code,Economic activity status (10 categories),Observation
E08000012,Liverpool,13,Aged 65 to 69 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E08000012,Liverpool,13,Aged 65 to 69 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,13,Aged 65 to 69 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,13,Aged 65 to 69 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,13,Aged 65 to 69 years,-8,Does not apply,5,Economically inactive: Retired,0
E08000012,Liverpool,13,Aged 65 to 69 years,-8,Does not apply,6,Economically inactive: Student,0
E08000012,Liverpool,13,Aged 65 to 69 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E08000012,Liverpool,13,Aged 65 to 69 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E08000012,Liverpool,13,Aged 65 to 69 years,-8,Does not apply,9,Economically inactive: Other,0
E08000012,Liverpool,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E08000012,Liverpool,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,169
E08000012,Liverpool,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
E08000012,Liverpool,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,303
E08000012,Liverpool,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,1
E08000012,Liverpool,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,20
E08000012,Liverpool,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,28
E08000012,Liverpool,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,12
E08000012,Liverpool,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E08000012,Liverpool,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,90
E08000012,Liverpool,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,14
E08000012,Liverpool,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,5
E08000012,Liverpool,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,131
E08000012,Liverpool,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,1
E08000012,Liverpool,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,6
E08000012,Liverpool,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,26
E08000012,Liverpool,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,16
E08000012,Liverpool,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E08000012,Liverpool,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,74
E08000012,Liverpool,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3
E08000012,Liverpool,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,162
E08000012,Liverpool,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,0
E08000012,Liverpool,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,5
E08000012,Liverpool,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,40
E08000012,Liverpool,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,8
E08000012,Liverpool,13,Aged 65 to 69 years,4,White,-8,Does not apply,0
E08000012,Liverpool,13,Aged 65 to 69 years,4,White,1,Economically active (excluding full-time students): In employment,4605
E08000012,Liverpool,13,Aged 65 to 69 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,161
E08000012,Liverpool,13,Aged 65 to 69 years,4,White,3,Economically active and a full-time student: In employment,6
E08000012,Liverpool,13,Aged 65 to 69 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E08000012,Liverpool,13,Aged 65 to 69 years,4,White,5,Economically inactive: Retired,13564
E08000012,Liverpool,13,Aged 65 to 69 years,4,White,6,Economically inactive: Student,34
E08000012,Liverpool,13,Aged 65 to 69 years,4,White,7,Economically inactive: Looking after home or family,427
E08000012,Liverpool,13,Aged 65 to 69 years,4,White,8,Economically inactive: Long-term sick or disabled,1705
E08000012,Liverpool,13,Aged 65 to 69 years,4,White,9,Economically inactive: Other,394
E08000012,Liverpool,13,Aged 65 to 69 years,5,Other ethnic group,-8,Does not apply,0
E08000012,Liverpool,13,Aged 65 to 69 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,38
E08000012,Liverpool,13,Aged 65 to 69 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
E08000012,Liverpool,13,Aged 65 to 69 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,1
E08000012,Liverpool,13,Aged 65 to 69 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,13,Aged 65 to 69 years,5,Other ethnic group,5,Economically inactive: Retired,88
E08000012,Liverpool,13,Aged 65 to 69 years,5,Other ethnic group,6,Economically inactive: Student,1
E08000012,Liverpool,13,Aged 65 to 69 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,6
E08000012,Liverpool,13,Aged 65 to 69 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,25
E08000012,Liverpool,13,Aged 65 to 69 years,5,Other ethnic group,9,Economically inactive: Other,19
E08000012,Liverpool,14,Aged 70 to 74 years,-8,Does not apply,-8,Does not apply,0
E08000012,Liverpool,14,Aged 70 to 74 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E08000012,Liverpool,14,Aged 70 to 74 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,14,Aged 70 to 74 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,14,Aged 70 to 74 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,14,Aged 70 to 74 years,-8,Does not apply,5,Economically inactive: Retired,0
E08000012,Liverpool,14,Aged 70 to 74 years,-8,Does not apply,6,Economically inactive: Student,0
E08000012,Liverpool,14,Aged 70 to 74 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E08000012,Liverpool,14,Aged 70 to 74 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E08000012,Liverpool,14,Aged 70 to 74 years,-8,Does not apply,9,Economically inactive: Other,0
E08000012,Liverpool,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E08000012,Liverpool,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,52
E08000012,Liverpool,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E08000012,Liverpool,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,334
E08000012,Liverpool,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,2
E08000012,Liverpool,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,11
E08000012,Liverpool,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,11
E08000012,Liverpool,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,11
E08000012,Liverpool,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E08000012,Liverpool,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,30
E08000012,Liverpool,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E08000012,Liverpool,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,151
E08000012,Liverpool,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,0
E08000012,Liverpool,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,3
E08000012,Liverpool,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,11
E08000012,Liverpool,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,3
E08000012,Liverpool,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E08000012,Liverpool,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,10
E08000012,Liverpool,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E08000012,Liverpool,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,149
E08000012,Liverpool,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,0
E08000012,Liverpool,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,2
E08000012,Liverpool,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,7
E08000012,Liverpool,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,3
E08000012,Liverpool,14,Aged 70 to 74 years,4,White,-8,Does not apply,0
E08000012,Liverpool,14,Aged 70 to 74 years,4,White,1,Economically active (excluding full-time students): In employment,1506
E08000012,Liverpool,14,Aged 70 to 74 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,16
E08000012,Liverpool,14,Aged 70 to 74 years,4,White,3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,14,Aged 70 to 74 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,14,Aged 70 to 74 years,4,White,5,Economically inactive: Retired,16094
E08000012,Liverpool,14,Aged 70 to 74 years,4,White,6,Economically inactive: Student,24
E08000012,Liverpool,14,Aged 70 to 74 years,4,White,7,Economically inactive: Looking after home or family,202
E08000012,Liverpool,14,Aged 70 to 74 years,4,White,8,Economically inactive: Long-term sick or disabled,811
E08000012,Liverpool,14,Aged 70 to 74 years,4,White,9,Economically inactive: Other,168
E08000012,Liverpool,14,Aged 70 to 74 years,5,Other ethnic group,-8,Does not apply,0
E08000012,Liverpool,14,Aged 70 to 74 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,15
E08000012,Liverpool,14,Aged 70 to 74 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,14,Aged 70 to 74 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,14,Aged 70 to 74 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,14,Aged 70 to 74 years,5,Other ethnic group,5,Economically inactive: Retired,74
E08000012,Liverpool,14,Aged 70 to 74 years,5,Other ethnic group,6,Economically inactive: Student,0
E08000012,Liverpool,14,Aged 70 to 74 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,5
E08000012,Liverpool,14,Aged 70 to 74 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,4
E08000012,Liverpool,14,Aged 70 to 74 years,5,Other ethnic group,9,Economically inactive: Other,4
E08000012,Liverpool,15,Aged 75 to 79 years,-8,Does not apply,-8,Does not apply,0
E08000012,Liverpool,15,Aged 75 to 79 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E08000012,Liverpool,15,Aged 75 to 79 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,15,Aged 75 to 79 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,15,Aged 75 to 79 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,15,Aged 75 to 79 years,-8,Does not apply,5,Economically inactive: Retired,0
E08000012,Liverpool,15,Aged 75 to 79 years,-8,Does not apply,6,Economically inactive: Student,0
E08000012,Liverpool,15,Aged 75 to 79 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E08000012,Liverpool,15,Aged 75 to 79 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E08000012,Liverpool,15,Aged 75 to 79 years,-8,Does not apply,9,Economically inactive: Other,0
E08000012,Liverpool,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E08000012,Liverpool,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,13
E08000012,Liverpool,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E08000012,Liverpool,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,210
E08000012,Liverpool,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,0
E08000012,Liverpool,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,3
E08000012,Liverpool,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,5
E08000012,Liverpool,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,3
E08000012,Liverpool,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E08000012,Liverpool,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,9
E08000012,Liverpool,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,125
E08000012,Liverpool,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,0
E08000012,Liverpool,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,0
E08000012,Liverpool,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,9
E08000012,Liverpool,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,12
E08000012,Liverpool,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E08000012,Liverpool,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,3
E08000012,Liverpool,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,1
E08000012,Liverpool,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,151
E08000012,Liverpool,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,2
E08000012,Liverpool,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,1
E08000012,Liverpool,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,7
E08000012,Liverpool,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,2
E08000012,Liverpool,15,Aged 75 to 79 years,4,White,-8,Does not apply,0
E08000012,Liverpool,15,Aged 75 to 79 years,4,White,1,Economically active (excluding full-time students): In employment,462
E08000012,Liverpool,15,Aged 75 to 79 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3
E08000012,Liverpool,15,Aged 75 to 79 years,4,White,3,Economically active and a full-time student: In employment,1
E08000012,Liverpool,15,Aged 75 to 79 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,15,Aged 75 to 79 years,4,White,5,Economically inactive: Retired,11068
E08000012,Liverpool,15,Aged 75 to 79 years,4,White,6,Economically inactive: Student,18
E08000012,Liverpool,15,Aged 75 to 79 years,4,White,7,Economically inactive: Looking after home or family,110
E08000012,Liverpool,15,Aged 75 to 79 years,4,White,8,Economically inactive: Long-term sick or disabled,528
E08000012,Liverpool,15,Aged 75 to 79 years,4,White,9,Economically inactive: Other,85
E08000012,Liverpool,15,Aged 75 to 79 years,5,Other ethnic group,-8,Does not apply,0
E08000012,Liverpool,15,Aged 75 to 79 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,7
E08000012,Liverpool,15,Aged 75 to 79 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3
E08000012,Liverpool,15,Aged 75 to 79 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,15,Aged 75 to 79 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,15,Aged 75 to 79 years,5,Other ethnic group,5,Economically inactive: Retired,58
E08000012,Liverpool,15,Aged 75 to 79 years,5,Other ethnic group,6,Economically inactive: Student,0
E08000012,Liverpool,15,Aged 75 to 79 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,3
E08000012,Liverpool,15,Aged 75 to 79 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,5
E08000012,Liverpool,15,Aged 75 to 79 years,5,Other ethnic group,9,Economically inactive: Other,8
E08000012,Liverpool,16,Aged 80 to 84 years,-8,Does not apply,-8,Does not apply,0
E08000012,Liverpool,16,Aged 80 to 84 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E08000012,Liverpool,16,Aged 80 to 84 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,16,Aged 80 to 84 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,16,Aged 80 to 84 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,16,Aged 80 to 84 years,-8,Does not apply,5,Economically inactive: Retired,0
E08000012,Liverpool,16,Aged 80 to 84 years,-8,Does not apply,6,Economically inactive: Student,0
E08000012,Liverpool,16,Aged 80 to 84 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E08000012,Liverpool,16,Aged 80 to 84 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E08000012,Liverpool,16,Aged 80 to 84 years,-8,Does not apply,9,Economically inactive: Other,0
E08000012,Liverpool,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E08000012,Liverpool,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,4
E08000012,Liverpool,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,145
E08000012,Liverpool,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,0
E08000012,Liverpool,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,2
E08000012,Liverpool,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,6
E08000012,Liverpool,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,4
E08000012,Liverpool,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E08000012,Liverpool,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,3
E08000012,Liverpool,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,87
E08000012,Liverpool,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,1
E08000012,Liverpool,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,1
E08000012,Liverpool,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,10
E08000012,Liverpool,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,2
E08000012,Liverpool,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E08000012,Liverpool,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,0
E08000012,Liverpool,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,0
E08000012,Liverpool,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000012,Liverpool,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,36
E08000012,Liverpool,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,0
